tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt0014611,why worry?,fred c newmeyer; sam taylor,sam taylor; ted wilde; tim whelan,why worry?,sam taylor,sam taylor; ted wilde
tt0014769,cheap kisses,cullen tate; john ince,c gardner sullivan,cheap kisses,john ince,\N
tt0014799,the conspirators,sinclair hill,sinclair hill,the conspirators,sinclair hill,\N
tt0014822,the dangerous blonde,robert f hill,hulbert footner,the dangerous blonde,robert f hill,\N
tt0014827,daring chances,clifford smith,isadore bernstein; wyndham gittens,daring chances,clifford smith,\N
tt0014980,\N,\N,\N,\N,\N,\N
tt0015077,lolita the orphan,alejandro olavarria,\N,lolita la huerfana,aureliano gonzalez,alejandro olabarria; aureliano gonzalez
tt0015248,the price she paid,henry macrae,\N,the price she paid,henry macrae,\N
tt0015382,\N,\N,\N,\N,\N,\N
tt0015528,man of destiny,john lindlof,j ericius,\N,john lindlof,\N
tt0015734,daring days,john b obrien,george c hull,\N,\N,\N
tt0015764,\N,\N,\N,\N,\N,\N
tt0015997,the stationmaster,ivan moskvin; yuri zhelyabuzhsky,fyodor otsep; valentin turkin,the stationmaster,ivan moskvin; yuri zhelyabuzhsky,fedor ozep; nikolai kovarsky
tt0016029,the little colonel,david butler,anne fellows johnston; william m conselman,the little colonel,david butler,william conselman
tt0016042,the love gamble,edward lesaint,\N,the love gamble,edward lesaint,\N
tt0016044,the love hour,herman c raymaker,bess meredyth,the love hour,herman c raymaker,bess meredyth
tt0016255,\N,\N,\N,\N,\N,\N
tt0016316,scandal street,whitman bennett,frank r adams; harry chandlee,scandal street,whitman bennett,\N
tt0016374,a son of his father,victor fleming,anthony coldeway,a son of his father,victor fleming,\N
tt0016522,whistling jim,wilbur mcgaugh,peggy oday,\N,\N,\N
tt0016633,beatrice cenci,baldassarre negroni; torello rolli,luciano doria,beatrice cenci,baldassarre negroni,\N
tt0016642,bertha the sewing machine girl,irving cummings,gertrude orr,"bertha, the sewing machine girl",irving cummings,gertrude orr
tt0016652,bigger than barnum's,ralph ince,arthur guy empey; j grubb alexander,bigger than barnum's,ralph ince,j grubb alexander
tt0016682,the broadway boob,joseph henabery,ev durling; monte m katterjohn,the broadway boob,joseph henabery,monte m katterjohn
tt0016765,\N,\N,\N,the dangerous dub,richard thorpe,\N
tt0016832,exit smiling,sam taylor,marc connelly,exit smiling,sam taylor,joseph farnham; sam taylor
tt0016884,flesh and the devil,clarence brown,benjamin glazer; marian ainslee,flesh and the devil,clarence brown,benjamin glazer
tt0016946,hands across the border,david kirkland,frances marion,hands across the border,david kirkland,\N
tt0017051,laddie,james leo meehan,jeanette porter meehan,laddie,james leo meehan,\N
tt0017156,\N,\N,\N,the miracle of life,stanner ev taylor,\N
tt0017561,wild to go,robert de lacey,fae pine,wild to go,robert de lacey,\N
tt0017723,by whose hand?,walter lang,marion orth,by whose hand?,walter lang,\N
tt0017845,eins + eins = drei,felix basch,bela balazs; henry koster,one plus one equals three,felix basch,bela balazs
tt0017874,\N,\N,\N,\N,\N,\N
tt0018084,let it rain,edward f cline,earle snell; george crone; wade boteler,let it rain,edward f cline,wade boteler
tt0018164,the missing link,charles reisner,charles reisner,the missing link,charles reisner,\N
tt0018479,a texas steer,richard wallace,bernard mcconville; will rogers,a texas steer,richard wallace,garrett graham
tt0018515,two arabian knights,lewis milestone,cyril gardner; donald mcgibney; wallace smith,two arabian knights,lewis milestone,cyril gardner; george marion jr; wallace smith
tt0018606,sword of penitence,torajiro saito; yasujiro ozu,kogo noda,sword of penitence,yasujiro ozu,kogo noda; yasujiro ozu
tt0018719,breed of the sunsets,wallace fox,stanner ev taylor,\N,\N,\N
tt0018842,\N,\N,\N,domestic meddlers,james flood,\N
tt0018853,driftwood,christy cabanne,richard harding davis,driftwood,christy cabanne,\N
tt0019076,\N,\N,\N,law of the mounted,j p mcgowan,\N
tt0019175,my son,yevgeni chervyakov,nikolay dirin; yevgeni chervyakov; yuri gromov,my son,yevgeni chervyakov,\N
tt0019292,prep and pep,david butler,john stone; malcolm stuart boylan,prep and pep,david butler,john stone
tt0019380,the showdown,victor schertzinger,ethel doherty; hope loring,the showdown,victor schertzinger,\N
tt0019463,that's my daddy,fred c newmeyer,albert demond; earle snell; reginald denny,that's my daddy,fred c newmeyer,\N
tt0019663,\N,\N,\N,\N,\N,\N
tt0019877,figaro,gaston ravel; tony lekain,gaston ravel; tony lekain,figaro,tony lekain,\N
tt0019992,the hole in the wall,robert florey,frederick j jackson; pierre collings,the hole in the wall,robert florey,pierre collings
tt0020000,hot stuff,mervyn leroy,humphrey pearson; louis stevens; robert s carr,hot stuff,mervyn leroy,\N
tt0020081,the last of mrs. cheyney,sidney franklin,hanns kraly,the last of mrs. cheyney,sidney franklin,claudine west; hanns kraly
tt0020261,\N,\N,\N,the passion song,harry o hoyt,\N
tt0020475,diary of a lost girl,gw pabst,rudolf leonhardt,diary of a lost girl,georg wilhelm pabst,margarete bohme
tt0020867,the eyes of the world,henry king,brewster morse; clarke silvernail; harold bell wright,the eyes of the world,henry king,\N
tt0020942,grumpy,cyril gardner; george cukor,doris anderson,grumpy,cyril gardner; george cukor,\N
tt0021299,ridin' law,harry s webb,\N,\N,\N,\N
tt0021412,the spoilers,edwin carewe,agnes brand leahy; bartlett cormack,the spoilers,edwin carewe,\N
tt0021707,the skulls,james w horne,\N,los calaveras,james parrott; james w horne,h m walker
tt0021746,cimarron,wesley ruggles,howard estabrook,cimarron,wesley ruggles,howard estabrook
tt0021905,a gentleman of paris,sinclair hill,sewell collins; sidney gilliat,a gentleman of paris,sinclair hill,sewell collins
tt0022371,sheer luck,bruce mitchell,bruce mitchell,sheer luck,bruce m mitchell,\N
tt0022509,tukkipojan morsian,erkki karu,erkki karu,tukkipojan morsian,erkki karu,\N
tt0022582,the yellow ticket,raoul walsh,guy bolton; jules furthman,the yellow ticket,raoul walsh,jules furthman
tt0022771,ladies hairdresser,rene guissart,rene guissart,ladies hairdresser,rene guissart,\N
tt0023749,air hostess,albert s rogell,milton raison,air hostess,albert s rogell,\N
tt0023941,destination unknown,tay garnett,tom buckingham,destination unknown,tay garnett,tom buckingham
tt0023987,enemy of the police,george king,\N,enemy of the police,george king,\N
tt0024046,gallant lady,gregory la cava,douglas z doty; gilbert emery; sam mintz,gallant lady,gregory la cava,sam mintz
tt0024343,mistigri,harry lachman,\N,mistigri,harry lachman,marcel achard
tt0024370,the night of the great love,geza von bolvary,martha albrand,\N,\N,\N
tt0024383,night of the garter,jack raymond,austin melford; marjorie gaffney,night of the garter,jack raymond,wilson collison
tt0024653,their night out,harry hughes,harry hughes,their night out,harry hughes,\N
tt0024690,trailing north,john p mccarthy,harry l fraser,trailing north,john p mccarthy,\N
tt0026050,\N,\N,\N,\N,\N,\N
tt0026073,annie oakley,george stevens,ewart adamson; joel sayre; john twist; joseph fields,annie oakley,george stevens,joel sayre; john twist
tt0026605,the last days of pompeii,ernest b schoedsack,ruth rose,the last days of pompeii,ernest b schoedsack; merian c cooper,james ashmore creelman; ruth rose
tt0026949,the roof,george a cooper,\N,the roof,george a cooper,\N
tt0027075,a tale of two cities,jack conway,s n behrman; wp lipscomb,a tale of two cities,jack conway; robert z leonard,s n behrman; w p lipscomb
tt0027330,ballerine,gustav machaty,albrecht joseph; leo bomba; rudolf s joseph,ballerine,gustav machaty,albrecht joseph
tt0027393,brand of the outlaws,robert n bradbury,forbes parkhill,brand of the outlaws,robert n bradbury,\N
tt0027687,the golden arrow,alfred e green,charles kenyon; michael arlen,the golden arrow,alfred edward green,charles kenyon
tt0027710,a little street in paradise,martin fric,georg wittuhn; hugo haas; otakar vavra,\N,martin fric,hugo haas; otakar vavra; tr georg wittuhn
tt0027918,\N,\N,\N,\N,\N,\N
tt0028145,public nuisance no. 1,marcel varnel,val guest,public nuisance no. 1,marcel varnel,franz arnold
tt0028158,ramona,henry king,lamar trotti,ramona,henry king,lamar trotti; sonya levien
tt0028501,white fang,david butler,gene fowler; hal long; sg duncan,white fang,david butler,\N
tt0028534,who loves me?,jose luis saenz de heredia,eduardo ugarte; luis bunuel,\N,eduardo ugarte; jose luis saenz de heredia; luis bunuel,eduardo ugarte; enrique horta; luis bunuel
tt0028873,the firefly,robert z leonard,albert hackett; frances goodrich,the firefly,joseph m newman; robert z leonard,albert hackett; frances goodrich; ogden nash
tt0029157,"live, love and learn",george fitzmaurice,charles brackett; cyril hume; herman j mankiewicz; richard maibaum,"live, love and learn",george fitzmaurice,charles brackett
tt0029280,the mutiny of the elsinore,roy lockwood,beaufoy milton,the mutiny of the elsinore,roy lockwood,roy lockwood
tt0029380,partners in crime,ralph murphy,garnett weston; gladys unger,partners in crime,ralph murphy,gladys buchanan unger
tt0029482,rhythm in the clouds,john h auer,george mence; nathanael west; olive cooper; ray bond,rhythm in the clouds,john h auer,\N
tt0029519,said o'reilly to mcnab,william beaudine,\N,said o'reilly to mcnab,william beaudine,leslie arliss
tt0029764,when's your birthday?,harry beaumont,harry clork,when's your birthday?,harry beaumont,harvey gates
tt0030142,flirting with fate,frank mcdonald,a dorian otvos; charlie melson; daniel jarrett; ethel la blanche; harry clork; joseph moncure march,flirting with fate,frank mcdonald,joseph moncure march
tt0030325,die kleine und die groe liebe,josef von baky,\N,the great and the little love,josef von baky,heinrich oberlander
tt0030384,lord jeff,sam wood,bradford ropes; endre bohem; james kevin mcguinness; val burton,lord jeff,sam wood,james kevin mcguinness
tt0030479,my bill,john farrow,robertson white; vincent sherman,my bill,john farrow,vincent sherman
tt0030516,\N,\N,\N,\N,\N,\N
tt0030579,die pfingstorgel,franz seitz,alois johannes lippl; heinz pauck,die pfingstorgel,franz seitz sr,\N
tt0030704,rykmentin murheenkryyni,tj sarkka; yrjo norta,tj sarkka,\N,yrjo norta,\N
tt0030841,tenth avenue kid,bernard vorhaus,adele buffington; gordon kahn,tenth avenue kid,bernard vorhaus,gordon kahn
tt0030906,\N,\N,\N,\N,piero ballerini,giuseppe guarino; piero ballerini
tt0030913,the impossible mr. pitt,harry piel,\N,the impossible mister pitt,harry piel,georg muhlenschulte
tt0031018,across the plains,spencer gordon bennet,robert emmett tansey,across the plains,jack randall; spencer gordon bennet,\N
tt0031277,it was a gay ballnight,carl froelich,geza von cziffra,the life and loves of tschaikovsky,carl froelich,frank thiess; geza von cziffra; tr georg wittuhn
tt0031337,woman at the wheel,paul martin,pal barabas; paul hellbracht; paul martin,woman at the wheel,paul martin,\N
tt0031440,honeymoon in bali,edward h griffith,virginia van upp,honeymoon in bali,edward h griffith,virginia van upp
tt0031585,law of the north,jacques feyder,alexandre arnoux; charles spaak; maurice constantinweyer,law of the north,jacques feyder,jacques feyder
tt0031633,\N,\N,\N,\N,\N,\N
tt0031826,the private lives of elizabeth and essex,michael curtiz,neas mackenzie; norman reilly raine,the private lives of elizabeth and essex,michael curtiz,maxwell anderson; neas mackenzie; norman reilly raine
tt0031889,saga of death valley,joseph kane,karen dewolf; stuart anthony,saga of death valley,joseph kane,\N
tt0031914,seitseman veljesta,wilho ilmari,kalle kaarna; mika waltari,seven brothers,wilho ilmari,\N
tt0031925,silver on the sage,lesley selander,clarence e mulford; maurice geraghty,silver on the sage,lesley selander,maurice geraghty
tt0032456,the farmer's daughter,james p hogan,delmer daves; lewis r foster,the farmer's daughter,james p hogan,lewis r foster
tt0032699,let george do it!,marcel varnel,angus macphail; austin melford; basil dearden; john dighton,let george do it!,marcel varnel,basil dearden
tt0033155,those were the days!,theodore reed,don hartman,those were the days!,theodore reed,\N
tt0033766,it started with eve,henry koster,hanns kraly; leo townsend; norman krasna,it started with eve,henry koster,norman krasna
tt0034086,reaching for the sun,william a wellman,w l river,reaching for the sun,william a wellman,\N
tt0034164,secret evidence,william nigh,brenda cline; edward bennett,secret evidence,william nigh,\N
tt0034249,swineherd and shepherd,ivan pyryev,viktor gusev,they met in moscow,ivan pyryev,viktor gusev
tt0034379,week-end in havana,walter lang,darrell ware; karl tunberg,week-end in havana,walter lang,karl tunberg
tt0034593,china girl,henry hathaway,ben hecht; darryl f zanuck,china girl (1942 film),henry hathaway,ben hecht
tt0034739,flight lieutenant,sidney salkow,betty hopkins; michael blankfort; richard carroll,flight lieutenant,sidney salkow,michael blankfort
tt0034853,highways by night,peter godfrey,clarence budington kelland; frank fenton; lynn root,highways by night,peter godfrey,\N
tt0034941,kid glove killer,fred zinnemann,allen rivkin; john c higgins,kid glove killer,fred zinnemann,john c higgins
tt0035089,mr. celebrity,william beaudine,charles samuels; martin mooney,mr. celebrity,william beaudine,\N
tt0035111,nai duniya,abdul rashid kardar,\N,nai duniya,abdur rashid kardar,\N
tt0035117,il nemico,guglielmo giannini,guglielmo giannini,\N,\N,\N
tt0035151,once upon a honeymoon,leo mccarey,leo mccarey; sheridan gibney,once upon a honeymoon,leo mccarey,leo mccarey; sheridan gibney
tt0035462,tower of terror,lawrence huntington,john argyle; john reinhardt,tower of terror,lawrence huntington,john reinhardt
tt0035591,between heaven and earth,harald braun,\N,between heaven and earth,harald braun,\N
tt0035726,the chance of a lifetime,william castle,paul yawitz,the chance of a lifetime,william castle,\N
tt0036017,hostages,frank tuttle,frank butler; lester cole,hostages,frank tuttle,frank butler
tt0036177,the life of matsu the untamed,hiroshi inagaki,mansaku itami,the rickshaw man,hiroshi inagaki,\N
tt0036347,she's for me,reginald le borg,henry blankfort,she's for me,\N,\N
tt0036515,watch on the rhine,herman shumlin,dashiell hammett,watch on the rhine,hal mohr; herman shumlin,dashiell hammett; lillian hellman
tt0036580,"adam, eve and the devil",alfredo b crevenna,alfredo b crevenna; edmundo baez; francisco cabrera,"adam, eve and the devil",alfredo b crevenna,\N
tt0036595,am ende der welt,gustav ucicky,\N,\N,gustav ucicky,gerhard menzel
tt0037011,law of the valley,howard bretherton,joseph odonnell,law of the valley,howard bretherton,\N
tt0037133,noche decisiva,julio de fleischner,\N,\N,\N,\N
tt0037430,via mala,josef von baky,thea von harbou,via mala,josef von baky,thea von harbou
tt0037737,getting gertie's garter,allan dwan,allan dwan; avery hopwood; karen dewolf; wilson collison,getting gertie's garter,allan dwan,allan dwan; karen dewolf
tt0038728,martin roumagnac,georges lacombe,georges lacombe; pierre very,martin roumagnac,georges lacombe,pierre very
tt0038819,\N,\N,\N,ouvert pour cause d'inventaire,alain resnais,\N
tt0038853,gates of the night,marcel carne,jacques prevert,gates of the night,marcel carne,jacques prevert
tt0038873,the razor's edge,edmund goulding,lamar trotti,the razor's edge,edmund goulding,lamar trotti
tt0038902,tell the truth,helmut weiss,ernst marischka,tell the truth,helmut weiss,ernst marischka
tt0039024,this man is mine,marcel varnel,reginald beckwith,this man is mine,marcel varnel,reginald beckwith
tt0039310,the last vacation,roger leenhardt,roger leenhardt,the last vacation,roger leenhardt,\N
tt0039527,no place for love,hans deppe,hans deppe; margarete hackebeil,no place for love,hans deppe,\N
tt0039816,seven were saved,william h pine,maxwell shane,seven were saved,william h pine,\N
tt0039951,variety girl,george marshall,edmund l hartmann; frank tashlin; monte brice; robert l welch,variety girl,george marshall,edmund hartmann; frank tashlin; monte brice; robert l welch
tt0039959,vigilantes of boomtown,rg springsteen,earle snell,vigilantes of boomtown,r g springsteen,\N
tt0040074,adventures in silverado,phil karlson,jo pagano; kenneth gamet; tom kilpatrick,adventures in silverado,phil karlson,\N
tt0040105,the original sin,helmut kautner,bobby todd; helmut kautner; kurd e heyne,the original sin,helmut kautner,kurd erich heyne
tt0040326,la esfinge maragata,antonio de obregon,antonio de obregon; jose luis gamboa; selma barberi,the maragatan sphinx,antonio de obregon,concha espina
tt0040410,gunning for justice,ray taylor,j benton cheney,gunning for justice,ray taylor,\N
tt0040444,hollow triumph,paul henreid; steve sekely,daniel fuchs,hollow triumph,steve sekely,daniel fuchs
tt0040746,rope,alfred hitchcock,arthur laurents,rope,alfred hitchcock,arthur laurents; ben hecht; hume cronyn; patrick hamilton
tt0040903,triggerman,howard bretherton,ronald davidson,triggerman (film),howard bretherton,\N
tt0041296,dick barton strikes back,godfrey grayson,ambrose grayson; elizabeth baron,dick barton strikes back,godfrey grayson,\N
tt0041392,frontier investigator,fred c brannon,robert creighton williams,frontier investigator,fred c brannon,\N
tt0041626,the man from yesterday,oswald mitchell,john gilling,the man from yesterday,oswald mitchell,john gilling
tt0041764,the possession,julio bracho,jose lopez portillo y rojas; julio bracho; maria luisa algarra,\N,\N,\N
tt0042255,black jack,jose antonio nieves conde; julien duvivier,charles spaak; julien duvivier; robert gaillard; roland pertwee,black jack,jose antonio nieves conde; julien duvivier,charles spaak; julien duvivier
tt0042478,the franchise affair,lawrence huntington,lawrence huntington; robert hall,the franchise affair,lawrence huntington,\N
tt0042482,frenchie,louis king,oscar brodney,frenchie,louis king,oscar brodney
tt0042992,square dance katy,jean yarbrough,warren wilson,square dance katy,jean yarbrough,\N
tt0043021,seraphin,paul gury,claudehenri grignon; paul gury,seraphin,paul gury,claudehenri grignon; paul gury
tt0043515,the strange case of the man and the beast,mario soffici,carlos marin; mario soffici; ulyses petit de murat,el extrano caso del hombre y la bestia,mario soffici,mario soffici; ulyses petit de murat
tt0043708,the kid from amarillo,ray nazarro,barry shipman,the kid from amarillo,ray nazarro,\N
tt0044043,skipalong rosenbloom,sam newfield,dean riesner; eddie forman,skipalong rosenbloom,sam newfield,dean riesner
tt0044147,streetwalker,matilde landeta,jose aguila; luis spota; matilde landeta,streetwalker,matilde landeta,\N
tt0044210,whirlwind,john english,norman s hall,whirlwind,john english,\N
tt0044569,du bist die rose vom worthersee,hubert marischka,rudolf osterreicher,rose of the mountain,hubert marischka,rudolf oesterreicher
tt0044582,the firebird,hasse ekman,hasse ekman,the firebird,hasse ekman,hasse ekman
tt0044814,krlighedsdoktoren,asbjrn andersen,helge kjrulffschmidt,\N,asbjrn andersen,helge kjrulffschmidt
tt0044848,lockende sterne,hans muller,\N,lockende sterne,hans muller,otto heinz jahn
tt0044852,love is better than ever,stanley donen,ruth brooks flippen,love is better than ever,stanley donen,ruth brooks flippen
tt0044928,mr. denning drives north,anthony kimmins,alec coppel,mr. denning drives north,anthony kimmins,alec coppel
tt0044966,night stage to galveston,george archainbaud,norman s hall,night stage to galveston,george archainbaud,\N
tt0045354,"che, que loco!",ramon torrado,ramon torrado; victor lopez iglesias,what madness!,ramon torrado,ramon torrado
tt0045525,before the deluge,andre cayatte,andre cayatte; charles spaak,before the deluge,andre cayatte,andre cayatte; charles spaak
tt0045595,the bandit,lima barreto,lima barreto,the bandit of brazil,lima barreto,lima barreto; rachel de queiroz
tt0045834,\N,\N,\N,\N,\N,\N
tt0045873,the milkmaid,tj sarkka,juha nevalainen,the milkmaid,toivo sarkka,juha nevalainen
tt0046161,the red beret,terence young,frank s nugent; richard maibaum,the red beret,terence young,frank s nugent; richard maibaum; sy bartlett
tt0046322,siren of bagdad,richard quine,robert e kent,siren of bagdad,richard quine,robert e kent
tt0046369,steppe dawns,lev saakov,\N,steppe dawns,lev saakov,\N
tt0046394,tagebuch einer verliebten,josef von baky,emil burri; johannes mario simmel; kp gillmann,diary of a married woman,josef von baky,emil burri; johannes mario simmel
tt0046429,therese raquin,marcel carne,\N,therese raquin,marcel carne,charles spaak; marcel carne
tt0046467,dreaming lips,josef von baky,johanna sibelius,dreaming lips,josef von baky,paul czinner
tt0046492,the vanquished,edward ludwig,karl brown,the vanquished,edward ludwig,lewis r foster
tt0047054,groe starparade,paul martin,ernst neubach; franz tanzler,the big star parade,paul martin,ernst neubach
tt0047267,napoli terra d'amore,camillo mastrocinque,camillo mastrocinque; fernando barbieri; gianni puccini; giovanni addessi; luigi capuano; mario brancacci,\N,camillo mastrocinque,camillo mastrocinque; gianni puccini
tt0047673,white christmas,michael curtiz,melvin frank; norman krasna; norman panama,white christmas,michael curtiz,melvin frank; norman krasna; norman panama
tt0048006,beautiful but dangerous,robert z leonard,cesare cavagna; franco solinas; giovanna soria; liana ferri; luciano martino; maleno malenotti; mario monicelli; piero pierotti,beautiful but dangerous,robert z leonard,franco solinas; luciano martino; mario monicelli; piero pierotti
tt0048082,flickan i regnet,alf kjellin,alf kjellin; volodja semitjov,the girl in the rain,alf kjellin,volodja semitjov
tt0048212,io piaccio,giorgio bianchi,marcello marchesi; vittorio metz,io piaccio,giorgio bianchi,marcello marchesi; vittorio metz
tt0048284,earth,amvrosii buchma; oleksiy shvachko,oleksiy shvachko,\N,aleksei shvachko; amvrosy buchma,aleksei shvachko
tt0048779,the golden vein,mauro bolognini,gino de santis; jacques remy; mauro bolognini,golden vein,mauro bolognini,jacques remy
tt0049018,women without men,elmo williams,richard h landau; val guest,women without men,elmo williams,val guest
tt0049149,a weary road,leonid gaidai; valentin nevzorov,boris brodskiy; mikhail romm,a weary road,leonid gaidai; valentin nevzorov,boris brodsky; mikhail romm
tt0049158,"dort oben, wo die alpen gluhen",otto meyer,theodor ottawa,\N,otto meyer,theodor ottawa
tt0049392,k. und k. feldmarschall,ew emo,\N,imperial and royal field marshal,e w emo,\N
tt0049431,the last frontier,anthony mann,philip yordan; russell s hughes,the last frontier,anthony mann,philip yordan
tt0049465,malaguena,ricardo nunez,mauricio torres; nene cascallar; ricardo nunez; sebastian rives,\N,\N,\N
tt0049603,different fortunes,leonid lukov,leonid lukov; yakov smolyak,different fortunes,leonid lukov,leonid lukov
tt0049775,solange noch die rosen bluh'n,hans deppe,hans fritz kollner; helga von wangenheimhaeussler; j joachim bartsch; karl heinz busse,as long as the roses bloom,hans deppe,julius joachim bartsch
tt0049864,tosca,carmine gallone,carmine gallone,tosca,carmine gallone,giuseppe giacosa
tt0049961,a woman's devotion,paul henreid,robert hill,a woman's devotion,paul henreid,robert hill
tt0050155,baby face nelson,don siegel,daniel mainwaring; irving shulman; robert adler,baby face nelson,don siegel,daniel mainwaring
tt0050296,decision at sundown,budd boetticher,charles lang; vernon l fluharty,decision at sundown,budd boetticher,charles lang
tt0050302,the delinquents,robert altman,robert altman,the delinquents,robert altman,robert altman
tt0050583,jagerblut,hans h konig,johannes kai,\N,hans heinz konig,johannes kai
tt0050723,monster from green hell,kenneth g crane,endre bohem; louis vittes,monster from green hell,kenneth g crane,endre bohem
tt0050778,not of this earth,roger corman,charles b griffith; mark hanna,not of this earth,roger corman,charles b griffith; mark hanna
tt0050816,panama sal,william witney,arnold belgard,panama sal,william witney,\N
tt0050934,the scamp,wolf rilla,wolf rilla,the scamp,wolf rilla,wolf rilla
tt0050980,school for fathers,ladislav helge,ivan kriz; ladislav helge,school for fathers,ladislav helge,ivan kriz
