tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt0037856,kylaraittien kuningas,jorma nortimo,kalle kaarna,\N,jorma nortimo,\N
tt0038428,cowboy blues,ray nazarro,j benton cheney,cowboy blues,ray nazarro,\N
tt0038504,earl carroll sketchbook,albert s rogell,frank gill jr; parke levy,earl carroll sketchbook,albert s rogell,\N
tt0038582,a guy could change,william k howard,al martin; f hugh herbert,a guy could change,william k howard,\N
tt0038878,renegades,george sherman,francis edward faragoh; harold shumate; melvin levy,renegades,george sherman,\N
tt0039068,uno tra la folla,ennio cerlesi,ennio cerlesi; piero tellini,one between the crowd,ennio cerlesi,\N
tt0040489,jinx money,william beaudine,edmond seward; gerald schnitzer; tim ryan,jinx money,william beaudine,\N
tt0041332,el paso,lewis r foster,gladys atwater; j robert bren; lewis r foster,el paso,lewis r foster,j robert bren
tt0042566,hokm elqawi,hassan alimam,elsayed bedir,\N,hassan elimam,\N
tt0044122,this is korea!,john ford,\N,this is korea,john ford,\N
tt0045619,champ for a day,william a seiter,irving shulman,champ for a day,william a seiter,irving shulman
tt0045809,\N,\N,\N,\N,\N,\N
tt0046237,resan till dej,stig olin,hasse ekman; stig olin,resan till dej,stig olin,\N
tt0046718,anupama,agradoot,agradoot; sushil jana,anupama,agradoot,\N
tt0047027,la gitana y el charro,gilberto martinez solares,blanca estela limon; jesus maria de arozamena; jose maria fernandez,\N,\N,\N
tt0048283,land of the pharaohs,howard hawks,harold jack bloom; harry kurnitz; william faulkner,land of the pharaohs,howard hawks; paul helmick,harold jack bloom; harry kurnitz; william faulkner
tt0049108,crowded paradise,fred pressburger,marc connelly,\N,\N,\N
tt0049784,early spring,yasujiro ozu,kogo noda; yasujiro ozu,early spring,yasujiro ozu,kogo noda; yasujiro ozu
tt0050910,rockets galore,michael relph,monja danischewsky,rockets galore!,michael relph,monja danischewsky
tt0053337,teenagers from outer space,tom graeff,tom graeff,teenagers from outer space,tom graeff,tom graeff
tt0054285,atom age vampire,anton giulio majano,piero monviso,atom age vampire,anton giulio majano,alberto bevilacqua
tt0055613,"watch it, sailor!",wolf rilla,falkland l cary; philip king,"watch it, sailor!",wolf rilla,falkland cary
tt0056289,the notorious landlady,richard quine,blake edwards; larry gelbart; margery sharp,the notorious landlady,richard quine,blake edwards; larry gelbart; margery sharp
tt0056468,the condemned of altona,vittorio de sica,abby mann; cesare zavattini,the condemned of altona,vittorio de sica,abby mann; cesare zavattini; jeanpaul sartre
tt0056935,\N,\N,\N,\N,\N,\N
tt0057076,from russia with love,terence young,richard maibaum,from russia with love,terence young,johanna harwood; richard maibaum
tt0057189,island of love,morton dacosta,david r schwartz; leo katcher,island of love,morton dacosta,\N
tt0059036,100 horsemen,vittorio cottafavi,enrico ribulsi; giorgio prosperi; jose maria otero; vittorio cottafavi,100 horsemen,vittorio cottafavi,antonio eceiza; giorgio prosperi; vittorio cottafavi
tt0059043,the collector,william wyler,john kohn; stanley mann,the collector,william wyler,john kohn; stanley mann; terry southern
tt0059482,placeres conyugales,luis saslavsky,abel santacruz; luis saslavsky,las mujeres los prefieren tontos,luis saslavsky,\N
tt0059551,l'or du duc,jacques baratier,eric ollivier; jacques baratier,l'or du duc,jacques baratier,jacques baratier
tt0061180,the whisperers,bryan forbes,bryan forbes,the whisperers,bryan forbes,bryan forbes
tt0061437,calamity the cow,david eastman,david eastman; kerry eastman,calamity the cow,david eastman,\N
tt0061441,um campista em apuros,herlander peyroteo,jorge walter,\N,\N,\N
tt0061828,an italian in america,alberto sordi,alberto sordi; rodolfo sonego,an italian in america,alberto sordi,alberto sordi; rodolfo sonego
tt0061877,"kill, panther, kill!",gianfranco parolini,gianfranco parolini; giovanni simonelli; gunter rudorf,kommissar x - drei blaue panther,gianfranco parolini,giovanni simonelli
tt0062231,blood of the virgins,emilio vieyra,emilio vieyra,blood of the virgins,emilio vieyra,emilio vieyra
tt0062863,dark of the sun,jack cardiff,adrian spies; ranald macdougall,dark of the sun,jack cardiff,ranald macdougall
tt0063142,isle of the snake people,jack hill; juan ibanez,jack hill; juan ibanez; luis enrique vergara,isle of the snake people,jack hill; juan ibanez diezgutierrez,jack hill; luis enrique vergara
tt0063190,komedi i hagerskog,torgny anderberg,torgny anderberg,\N,torgny anderberg,torgny anderberg
tt0063556,it's your move,roberto fizz,\N,it's your move,roberto fizz,ennio de concini; jose gutierrez maesso; luciano martino; tito carpi
tt0063760,inconsolable widows are looking for distractions,bruno gaburro,bruno gaburro; giacomo gramegna; gianluigi anelli,\N,bruno gaburro,bruno gaburro
tt0064119,poppea's hot nights,guido malatesta,gianfranco clerici; guido malatesta,poppea's hot nights,guido malatesta,gianfranco clerici; guido malatesta
tt0064208,death rides a horse,giulio petroni,luciano vincenzoni,death rides a horse,giulio petroni,luciano vincenzoni
tt0064243,the sweet body of deborah,romolo guerrieri,ernesto gastaldi; luciano martino,the sweet body of deborah,romolo guerrieri,ernesto gastaldi; luciano martino
tt0064667,the mighty gorga,david l hewitt,david l hewitt; jean hewitt,the mighty gorga,david l hewitt,\N
tt0066470,la tonta del bote,juan de orduna,eloy herrera santos; margarita robles; pilar millan astray; rafael j salvia,the complete idiot,juan de orduna,margarita robles; rafael j salvia
tt0067493,bloodiest flower,kosaku yamashita,tatsuo nogami,\N,\N,\N
tt0067695,the russian field,nikolai moskalenko,mikhail alekseyev,russian field,nikolay moskalenko,mikhail alekseyev
tt0069147,who is beta?,nelson pereira dos santos,gerard levyclerc; nelson pereira dos santos,\N,nelson pereira dos santos,\N
tt0069224,sattar khan,ali hatami,ali hatami,sattar khan,ali hatami,ali hatami
tt0069702,ambush,ho menghua,patrick kong yeung,ambush,ho meng hua,\N
tt0070049,facets of love,li hanhsiang,li hanhsiang,facets of love,li hanhsiang,li hanhsiang
tt0070124,gordon's war,ossie davis,ed spielman; howard friedlander,gordon's war,ossie davis,ed spielman; howard friedlander
tt0071273,can you keep it up for a week?,jim atkinson,\N,can you keep it up for a week?,\N,\N
tt0071974,the wonderful crook,claude goretta,charlotte dubreuil; claude goretta,the wonderful crook,claude goretta,\N
tt0072087,rivals of kung fu,wong fung,wong fung,\N,\N,\N
tt0072284,three the hard way,gordon parks jr,eric bercovici; jerrold l ludwig,three the hard way,gordon parks jr,eric bercovici
tt0072640,"strip first, then we talk",fabio pittorru; renzo ragazzi,fabio pittorru,"strip first, then we talk",fabio pittorru; renzo ragazzi,fabio pittorru
tt0072978,five days in falkoping,marianne ahrne,bertrand hurault; marianne ahrne,five days at falkoebing,marianne ahrne,marianne ahrne
tt0074389,the demon lover,donald g jackson; jerry younkins,donald g jackson; jerry younkins,\N,\N,\N
tt0075707,aurel vlaicu,mircea dragan,eugenia busuioceanu,aurel vlaicu,mircea dragan,\N
tt0075773,bluff stop,jonas cornell,jonas cornell,bluff stop,jonas cornell,jonas cornell
tt0075985,emily,henry herbert,christopher neame,emily,henry herbert 17th earl of pembroke,\N
tt0077373,stay as you are,alberto lattuada,alberto lattuada; enrico oldoini; paolo cavara,stay as you are,alberto lattuada,alberto lattuada; enrico oldoini
tt0079712,perro callejero 2,gilberto gazcon,gilberto gazcon,perro callejero ii,gilberto gazcon,\N
tt0080609,denver,carles balague,carles balague; jose maria latorre,\N,\N,\N
tt0082530,the hot touch,roger vadim,jeanyves pitoun; lionel chetwynd,the hot touch,roger vadim,lionel chetwynd
tt0083001,roar,noel marshall,noel marshall,roar,noel marshall,noel marshall
tt0083853,dreams come true,max kalmanowicz,steve kinjerski,dreams come true,max kalmanowicz,\N
tt0084547,przekleta ziemia,ryszard czekaa,ryszard czekaa; stanisaw srokowski,\N,ryszard czekaa,ryszard czekaa
tt0084857,things past,bas van der lecq; bram van erkel; roy logger,\N,\N,bram van erkel,judith herzberg
tt0085234,betrayal,david hugh jones,harold pinter,betrayal,david hugh jones,harold pinter
tt0085527,the very late afternoon of a faun,vera chytilova,ester krumbachova; vera chytilova,the very late afternoon of a faun,vera chytilova,ester krumbachova; vera chytilova
tt0085922,honeymoon,nikola babic,nikola babic,medeni mjesec,nikola babic,zeljko senecic
tt0086218,"run rebecca, run!",peter maxwell,\N,"run rebecca, run",peter maxwell,\N
tt0086550,vive la sociale !,gerard mordillat,gerard mordillat; louischarles sirjacq,vive la sociale!,gerard mordillat,gerard mordillat; jacques audiard; louischarles sirjacq
tt0086962,biberspur,walter beck,gudrun deubener; walter beck,\N,\N,\N
tt0088344,the vengeance of the winged serpent,gerard oury,daniele thompson; gerard oury,la vengeance du serpent a plumes,gerard oury,gerard oury
tt0089103,staircase c,jeancharles tacchella,elvire murail; jeancharles tacchella,escalier c,jeancharles tacchella,elvire murail; jeancharles tacchella
tt0089467,leave all fair,john reid,jean betts; maurice pons; stanley harper,leave all fair,john reid,\N
tt0089945,rustlers' rhapsody,hugh wilson,hugh wilson,rustlers' rhapsody,hugh wilson,hugh wilson
tt0090022,silverado,lawrence kasdan,lawrence kasdan; mark kasdan,silverado,lawrence kasdan,lawrence kasdan
tt0090832,the tribulations of a chinese gentleman,wu yigong,hans borgelt; mingzhi ai; si minsan,the tribulations of a chinese gentleman,wu yigong,\N
tt0091545,the monster,kianush ayyari,kianush ayyari,the monster,kyanoush ayari,kyanoush ayari
tt0091707,the outing,tom daley,warren chaney,the outing,warren chaney,\N
tt0093018,\N,\N,\N,\N,\N,\N
tt0093714,penitentiary iii,jamaa fanaka,jamaa fanaka,penitentiary iii,jamaa fanaka,\N
tt0094121,teresa,dino risi,bernardino zapponi; dino risi; graziano diana,teresa,dino risi,bernardino zapponi; dino risi; graziano diana
tt0094379,the worker's life,miroslav mandic,emir kusturica; haris kulenovic; miroslav mandic,a worker's life,miroslav mandic,\N
tt0096132,soltana,paul harather,paul harather,\N,\N,\N
tt0096224,a taste of hemlock,geoffrey darwin,eric tynan young,\N,\N,\N
tt0096346,der untergang des goldenen webstuhls,franz winzentsen,\N,\N,\N,\N
tt0096951,blood red,peter masterson,ron cutler,blood red,peter masterson,\N
tt0097135,curfew,gary winick,kevin kennedy,curfew,gary winick,\N
tt0097395,lost souls,david lai taiwai,barry wong pingyiu,lost souls,david lai,\N
tt0099098,the governor's party,mariefrance pisier,mariefrance pisier,le bal du gouverneur,mariefrance pisier,mariefrance pisier
tt0100198,my seawoman,anatoly eyramdzhan,anatoly eyramdzhan,my seawoman,anatoly eiramdzhan,anatoly eiramdzhan
tt0100705,street asylum,gregory dark,gregory dark; john powers,street asylum,gregory dark,\N
tt0100922,\N,\N,\N,where eagles fly,uri barbash,assi dayan
tt0101295,alice in wondertown,daniel diaz torres,aldo busto hernandez; daniel diaz torres; eduardo del llano rodriguez; jesus diaz; luis felipe calvo bolanos,alice in wondertown,daniel diaz torres,\N
tt0102790,nothing but lies,paule muret,\N,nothing but lies,paule muret,jeanfrancois goyet; paule muret
tt0103800,betty,claude chabrol,claude chabrol,betty,claude chabrol,claude chabrol
tt0105393,the silent thrush,chiang lang,\N,\N,\N,\N
tt0106204,aankhen,david dhawan,anees bazmee,aankhen,david dhawan,anees bazmee
tt0107214,india,paul harather,alfred dorfer; josef hader,indien,paul harather,alfred dorfer; josef hader; paul harather
tt0107374,the last wargame,david spell,\N,\N,\N,\N
tt0107398,the incorruptible,barry lee yinglok,\N,\N,\N,\N
tt0108113,shadow cop,albert lai ginkwok,ella bowah chan,shadow cop,\N,\N
tt0108304,taxi dancers,norman thaddeus vane,norman thaddeus vane,\N,\N,\N
tt0109734,enter achilles,clara van gool,\N,enter achilles,\N,\N
tt0110773,paradjanov: a requiem,ron holloway,\N,\N,\N,\N
tt0110839,"father, son and holy war",anand patwardhan,anand patwardhan,"father, son, and holy war",anand patwardhan,\N
tt0111580,uttoran,sandip ray,satyajit ray,the broken journey,sandip ray,satyajit ray
tt0113471,from the same family,johnny lee kwingkai,johnny lee kwingkai,\N,\N,\N
tt0113701,\N,\N,\N,\N,\N,\N
tt0114618,target,sandip ray,\N,target,sandip ray,\N
tt0118756,on guard,philippe de broca,jean cosmos; jerome tonnerre; philippe de broca,on guard,philippe de broca,jean cosmos; jerome tonnerre; philippe de broca
tt0119422,the journey,harish saluja,\N,\N,\N,\N
tt0120537,xxl,ariel zeitoun,florence quentin,xxl,ariel zeitoun,florence quentin
tt0121158,\N,\N,\N,\N,\N,\N
tt0124294,it rains in my village,aleksandar petrovic,aleksandar petrovic,it rains in my village,aleksandar petrovic,aleksandar petrovic
tt0125373,lip service,shaun costello,shaun costello,\N,\N,\N
tt0127586,het sno,torbjorn axelman,sandro keyaberg; torbjorn axelman,het sno,torbjorn axelman,sandro keyaberg
tt0128355,la mondana nuda,sergio bergonzelli,\N,\N,\N,\N
tt0129192,\N,\N,\N,\N,\N,\N
tt0131588,keep your eyes open!,eldor urazbaev,aleksandr borodyanskiy,\N,eldor urazbayev; vladimir martynov,alexander borodyansky
tt0132351,in the eyes of the law,willy grunwald,louis levy,according to law,willy grunwald,\N
tt0138835,"halt, or i'll miss!",jiri chlumsky,jiri sebanek; milon cepelka,"halt, or i'll miss!",jiri chlumsky,jiri sebanek; milon cepelka
tt0140275,the mother's curse,vasilis georgiadis,nikos foskolos,\N,\N,\N
tt0141656,nice - a propos de jean vigo,manoel de oliveira,\N,a propos de nice,manoel de oliveira,\N
tt0143234,emile habibi: i stayed in haifa,dalia karpel,\N,emil habibi: i stayed in haifa,\N,\N
tt0146020,\N,\N,\N,\N,\N,\N
tt0151119,jealousy,gb samuelson,gb samuelson,jealousy,g b samuelson,\N
tt0153074,"tied, trained and transformed",richard rank,\N,\N,\N,\N
tt0154529,\N,\N,\N,\N,claude autantlara,\N
tt0155221,\N,\N,\N,sundari,aspi irani,\N
tt0155608,le chasseur de chez maxim's,henri diamantberger,gustave quinson; yves mirande,the porter from maxim's,henri diamantberger,\N
tt0155986,port of point-du-jour,jean faurez,jacques celhay,\N,jean faurez,\N
tt0156481,his first affair,maurice cloche,\N,domenica,maurice cloche,jacques deval
tt0156541,\N,\N,\N,\N,\N,\N
tt0158605,\N,\N,\N,\N,\N,\N
tt0158671,in her defense,sidney j furie,jeffrey m rosenbaum; marc lynn,in her defense,sidney j furie,\N
tt0158786,minuit... champs-elysees,roger blanc,jacques celhay; pierre gaurier; roger blanc,\N,roger blanc,\N
tt0160683,candy apple,jean dreville,\N,\N,jean dreville,\N
tt0160698,"princess, at your orders!",hanns schwarz; max de vaucorbeil,billy wilder; paul frank; robert liebmann,"princess, at your orders!",hanns schwarz; max de vaucorbeil,billy wilder; jean boyer; robert liebmann
tt0163541,\N,\N,\N,\N,\N,\N
tt0164555,early bird special,mark jean,hillary seitz,\N,\N,\N
tt0165817,\N,\N,\N,\N,\N,\N
tt0168146,die republikaner,peter wurth; petra schmid; uwe von schumann,\N,\N,\N,\N
tt0168922,the killings at outpost zeta,allan sandler; robert emenegger,peter dawson,\N,\N,\N
tt0170277,a place in the crowd,vaclav gajer; vaclav krska; zbynek brynych,antonin masa,\N,\N,\N
tt0170372,song calls,shaken aimanov,maro yerzinkyan; shaken aimanov,pesnya zovet,shaken ajmanov,maro erznkyan; shaken ajmanov
tt0172524,the stars must burn,andrzej munk; witold lesiewicz,andrzej munk; karol macuzynski; witold lesiewicz,\N,\N,\N
tt0172850,nad nami svita,jiri krejcik,jiri krejcik; jiri marek,\N,\N,\N
tt0173027,the lost photography,lev kulidzhanov,anatoli aleksin; jan pixa; pavel pasek; sergey mikhalkov,\N,lev kulidzhanov,anatoly aleksin; sergey mikhalkov
tt0173676,black flamingos - sie lieben euch zu tode,houchang allahyari,harald posch,\N,houchang allahyari,\N
tt0173966,\N,\N,\N,\N,\N,\N
tt0175149,the grey illness,yakov segel,aleksandr misharin; andrey veytsler; yakov segel,\N,yakov segel,aleksandr misharin; andrey veytsler; yakov segel
tt0175890,"margarita, armando and his father",francisco mugica,francisco mugica,"margarita, armando y su padre",francisco mugica,\N
tt0177152,something organic,bertrand bonello,bertrand bonello,quelque chose d'organique,bertrand bonello,bertrand bonello
tt0178867,riachuelo,luis moglia barth,jose bustamante y ballivian; luis moglia barth,riachuelo,luis moglia barth,\N
tt0180047,perjura,raphael j sevilla,\N,perjura,raphael j sevilla,\N
tt0180316,women talking dirty,coky giedroyc,isla dewar,women talking dirty,coky giedroyc,\N
tt0180748,in china they eat dogs,lasse spang olsen,anders thomas jensen,in china they eat dogs,lasse spang olsen,anders thomas jensen
tt0181641,koyde bir kz sevdim,turker inanoglu,mcetinkaya,koyde bir kz sevdim,turker inanoglu,\N
tt0182358,la parte piu appetitosa del maschio,lorenzo magnolia,giovanni simonelli,\N,\N,\N
tt0182793,brakn yasasnlar,melih gulgen,melih gulgen,birakin yasasinlar,\N,\N
tt0183306,jinnah,jamil dehlavi,akbar ahmed; jamil dehlavi,jinnah,jamil dehlavi,akbar s ahmed
tt0184537,the goddess of mercy,lim wonsik; shin sangok,\N,the goddess of mercy,lim wonsick; shin sangok,wong lauchiu
tt0185439,love is thicker than wine,joseph kuo; li hanhsiang,liu changpo,\N,\N,\N
tt0185852,alaaddin'in lambas,natuk baytan,natuk baytan,\N,natuk baytan,\N
tt0187583,\N,\N,\N,vidas solidarias,moacir fenelon,\N
tt0187591,\N,\N,\N,\N,\N,\N
tt0187708,\N,\N,\N,\N,\N,\N
tt0187712,beefcake,thom fitzgerald,thom fitzgerald,beefcake,thom fitzgerald,thom fitzgerald
tt0189091,siempre te amare,leo fleider,jorge falcon; leo fleider,\N,leo fleider,\N
tt0189429,\N,\N,\N,\N,\N,\N
tt0189896,partners in crime,jim travis,\N,\N,\N,\N
tt0191437,she's so fine!,henri pachard,dick thomas,\N,\N,\N
tt0192086,the drop of blood,jean epstein; maurice mariaud,\N,\N,jean epstein; maurice mariaud,\N
tt0192612,"simao, o fantasma trapalhao",paulo aragao,renato aragao,"simao, o fantasma trapalhao",\N,\N
tt0194557,\N,\N,\N,\N,\N,\N
tt0196155,\N,\N,\N,\N,\N,\N
tt0196220,"the wonder of the snowshoe, 2. part - a fox hunt on skis through the engadine",arnold fanck,\N,fuchsjagd auf skiern durchs engadien,arnold fanck,arnold fanck
tt0196793,\N,\N,\N,\N,\N,\N
tt0197047,\N,\N,\N,\N,\N,\N
tt0197121,"a nous deux, madame la vie",rene guissart; yves mirande,\N,\N,rene guissart; yves mirande,yves mirande
tt0197661,\N,\N,\N,\N,\N,\N
tt0197811,the rebel,adelqui migliar,\N,the rebel,adelqui migliar icardi,\N
tt0199517,campaign in poland,fritz hippler,\N,feldzug in polen,fritz hippler,\N
tt0201600,this is my home,joao pedro rodrigues,amandio coroado; joao pedro rodrigues,\N,\N,\N
tt0202101,what price honesty?,patrick yuen hochuen,ni kuang; patrick yuen hochuen,what price honesty?,\N,\N
tt0202130,yepeto,eduardo calcagno,\N,yepeto,eduardo calcagno,eduardo calcagno; roberto cossa
tt0202670,szlachetna krew,viktor turov; zygmunt malanowicz,ilya kashafutdinov; viktor turov; zygmunt malanowicz,\N,viktor turov; zygmunt malanowicz,ilya kasafetdinef; zygmunt malanowicz
tt0203677,sex and life,ryuichi takamori,ichiro ikeda,sex and life,ryuichi takamori,keiichiro ryu
tt0205061,\N,\N,\N,\N,\N,\N
tt0205593,\N,\N,\N,\N,\N,\N
tt0206380,a woman of no importance,jean choux,charles spaak,a woman of no importance,jean choux,charles spaak
tt0206755,folies anales,alain payet,\N,\N,\N,\N
tt0207495,\N,\N,\N,\N,\N,\N
tt0208879,cuba dances,julio garcia espinosa,\N,\N,\N,\N
tt0210259,king of the camargue,jacques de baroncelli,henri decoin,king of the camargue,jacques de baroncelli,henri decoin
tt0212014,bunny and clod,robert a poore,\N,\N,\N,\N
tt0214984,neeya?,durai,\N,neeya,durai,p kalaimani
tt0215039,\N,\N,\N,\N,\N,\N
tt0215719,dinner and a movie,lisa kors,lisa kors,\N,\N,\N
tt0215987,mera karam mera dharam,dulal guha,nabendu ghosh; raj kumar moitra,mera karam mera dharam,dulal guha,\N
tt0217460,\N,\N,\N,\N,\N,\N
tt0219038,a ghost of a chance,gorton hall,gorton hall,\N,\N,\N
tt0219646,disco 9000,durville martin,roland s jefferson,\N,\N,\N
tt0219785,the history of pornography,bob chinn,\N,\N,\N,\N
tt0219856,\N,\N,\N,\N,\N,\N
tt0224426,\N,\N,\N,"yes or no, jean-guy moreau",michael rubbo,\N
tt0225915,guds brn,\N,\N,\N,claus klok; karsten baag,claus klok; karsten baag
tt0226752,secret book: peeled egg,shogoro nishimura,akane shiratori,\N,\N,\N
tt0226993,il lungo inverno,ivo barnabo micheli,\N,il lungo inverno,ivo barnabo micheli,ivo barnabo micheli
tt0230174,"you are in the eec, learn about the eec",dimis dadiras,giorgos mylonas,"you are in the eec, go for the eec",dimis dadiras,\N
tt0230406,kaule,rainer bar,rainer bar,\N,\N,\N
tt0230788,siraj,bhupen hazarika,bhupen hazarika; lakshmidhar sarma,siraj,bhupen hazarika,\N
tt0234669,goodbye cp,kazuo hara,\N,\N,kazuo hara,\N
tt0234732,\N,\N,\N,\N,\N,\N
tt0234772,sonba ane roopba,\N,\N,\N,\N,\N
tt0236952,\N,\N,\N,\N,\N,\N
tt0237463,\N,\N,\N,\N,\N,\N
tt0237475,munda bigra jaey (a boy gone astray),shamim ara,dabeer ul hassan,\N,\N,\N
tt0237923,wild sex of the children of the night,levi salgado,levi salgado,\N,\N,\N
tt0239501,\N,\N,\N,janjirne jankare,harshadrai sakerlal mehta,\N
tt0239963,\N,\N,\N,\N,anne lapied,\N
tt0240464,dracula's death,karoly lajthay,karoly lajthay; michael curtiz,dracula's death,karoly lajthay,karoly lajthay; michael curtiz
tt0242503,\N,\N,\N,\N,\N,\N
tt0242893,the smut peddler,william rose,\N,\N,\N,\N
tt0244147,interrupted song,nikoloz sanishvili,albert marencin; konstantine lortkipanidze; nikoloz sanishvili,interrupted song,frantisek zacek; nikoloz sanishvili,albert marencin; konstantine lortkipanidze; nikoloz sanishvili
tt0244416,\N,\N,\N,\N,\N,\N
tt0245027,the bench,per fly,kim leona; per fly,the bench,per fly,kim leona; per fly
tt0245852,dakshayagnam,k b nagabhushanam,vyasa,dakshayagnam,kadaru nagabhushanam,aarudhra
tt0247495,\N,\N,\N,mahatma kabirdas,a narayanan,\N
tt0249108,\N,\N,\N,\N,\N,\N
tt0249420,la buscona,emilio gomez muriel,alfredo ruanova,la buscona,emilio gomez muriel,\N
tt0249845,no te dejare nunca,francisco elias,\N,i will never leave you,francisco elias riquelme,\N
tt0251649,\N,\N,\N,\N,\N,\N
tt0252202,afigisi/peripeteia/glossa/siopi,\N,\N,narration/aventure/langage/silence,maria gavala,\N
tt0252882,\N,\N,\N,l'anello di siva,augusto genina,augusto genina
tt0253143,inek saban,osman f seden,osman f seden,inek saban,osman f seden,\N
tt0253873,utharam,v k pavithran,m t vasudevan nair,utharam,v k pavithran,m t vasudevan nair
tt0254099,the anniversary party,alan cumming; jennifer jason leigh,alan cumming; jennifer jason leigh,the anniversary party,alan cumming; jennifer jason leigh,alan cumming; jennifer jason leigh
tt0255204,\N,\N,\N,\N,\N,\N
